Report_title,Reporter_name,Incident_date,Day,time,Place,City,District,street,loot,loot_description,is_camera,loot_methodology,estemated_loot_value,Accused,weapon_existens,Accuseds_number,Accused_description,skin_colour,Nationality,Age,known_vehicle,accused_body,Report_content
حادثة سرقة استراحة,في المشيقح,25/10/2021,Monday,17:57,استراحة,الرياض, العليا, أبي بكر الصديق (الرياض),سيارة,"النوع فان, اللون رصاصي",نعم,غير معروف," $66,262.00 ",مشكوك فيه,لا,مجهول,لا,حنطية,سعودي,27-32,لا,,أنا في المشيقح أرغب بالتبليغ عن حادثة سرقة استراحة تمت السرقة في تاريخ 44494 الوقت 17:57 في حي العليا شارع أبي بكر الصديق (الرياض) تمت سرقة سيارة بقيمة 66262 ريال سعودي
حادثة سرقة استراحة,عبدالله الجريش,04/11/2021,Thursday,14:25,استراحة,الرياض, المصيف, الأمير ماجد بن عبد العزيز,سيارة,"النوع هاتش باك, اللون أبيض",لا,وجود مفتاح ," $28,027.00 ",معروف,لا,مجهول,نعم,بيضاء,مصري,27-32,لا,,أنا عبدالله الجريش أرغب بالتبليغ عن حادثة سرقة استراحة تمت السرقة في تاريخ 44504 الوقت 14:25 في حي المصيف شارع الأمير ماجد بن عبد العزيز تمت سرقة سيارة بقيمة 28027 ريال سعودي
حادثة سرقة استراحة,فاطمة الصفيان,15/02/2021,Monday,20:56,استراحة,الرياض, قرطبة, التخصصي,ذهب,"النوع عقد, العيار 22",نعم,وجود مفتاح ," $22,345.00 ",مجهول,نعم,معروف,لا,حنطية,غير معروف,50+,لا,,أنا فاطمة الصفيان أرغب بالتبليغ عن حادثة سرقة استراحة تمت السرقة في تاريخ 44242 الوقت 20:56 في حي قرطبة شارع التخصصي تمت سرقة ذهب بقيمة 22345 ريال سعودي
حادثة سرقة قصر,هاجر القعود,17/05/2021,Monday,20:24,قصر,الرياض, المعيزلية, الملك خالد,سيارة,"النوع فان, اللون كحلي",نعم,غير معروف," $30,815.00 ",مجهول,لا,مجهول,نعم,سمراء,غير معروف,27-32,نعم,,أنا هاجر القعود أرغب بالتبليغ عن حادثة سرقة قصر تمت السرقة في تاريخ 44333 الوقت 20:24 في حي المعيزلية شارع الملك خالد تمت سرقة سيارة بقيمة 30815 ريال سعودي
حادثة سرقة قصر,ندى الكريديس,30/08/2021,Monday,15:59,قصر,الرياض, الياسمين, الأمير نايف بن عبد العزيز,جهاز منزلي,"النوع غسالة, اللون أبيض",لا,كسر الباب," $9,428.00 ",مشكوك فيه,نعم,مجهول,لا,سمراء,صومالي ,33-50,لا,,أنا ندى الكريديس أرغب بالتبليغ عن حادثة سرقة قصر تمت السرقة في تاريخ 44438 الوقت 15:59 في حي الياسمين شارع الأمير نايف بن عبد العزيز تمت سرقة جهاز منزلي بقيمة 9428 ريال سعودي
حادثة سرقة منزل,عبدالرحمن القعود,10/05/2021,Monday,11:57,منزل,الرياض, الإزدهار, التخصصي,سيارة,"النوع SUV , اللون أسود",نعم,غير معروف," $49,411.00 ",مشكوك فيه,لا,مجهول,نعم,سمراء,هندي,15-20,نعم,,أنا عبدالرحمن القعود أرغب بالتبليغ عن حادثة سرقة منزل تمت السرقة في تاريخ 44326 الوقت 11:57 في حي الإزدهار شارع التخصصي تمت سرقة سيارة بقيمة 49411 ريال سعودي
حادثة سرقة منزل,عبدالله القطحاني,25/10/2021,Monday,0:05,منزل,الرياض, الرائد, الأمير ماجد بن عبد العزيز,ذهب,"النوع عقد, العيار 18",نعم,تسلق الجدار," $99,642.00 ",مشكوك فيه,نعم,مجهول,نعم,بيضاء,غير معروف,15-20,لا,,أنا عبدالله القطحاني أرغب بالتبليغ عن حادثة سرقة منزل تمت السرقة في تاريخ 44494 الوقت 00:05 في حي الرائد شارع الأمير ماجد بن عبد العزيز تمت سرقة ذهب بقيمة 99642 ريال سعودي
حادثة سرقة استراحة,هاجر الجريش,13/09/2021,Monday,11:38,استراحة,الرياض, التعاون, المغيرة بن شعبة,جهاز منزلي,"النوع تلفاز, اللون أزرق",لا,غير معروف," $1,401.00 ",مجهول,لا,معروف,نعم,حنطية,بنقالي,21-26,لا,,أنا هاجر الجريش أرغب بالتبليغ عن حادثة سرقة استراحة تمت السرقة في تاريخ 44452 الوقت 11:38 في حي التعاون شارع المغيرة بن شعبة تمت سرقة جهاز منزلي بقيمة 1401 ريال سعودي
حادثة سرقة استراحة,نايف القعود,10/03/2021,Wednesday,13:19,استراحة,الرياض, المعيزلية, الملك فهد,سيارة,"النوع كوبيه, اللون أزرق",لا,غير معروف," $62,895.00 ",مجهول,لا,معروف,نعم,بيضاء,باكستاني,27-32,نعم,,أنا نايف القعود أرغب بالتبليغ عن حادثة سرقة استراحة تمت السرقة في تاريخ 44265 الوقت 13:19 في حي المعيزلية شارع الملك فهد تمت سرقة سيارة بقيمة 62895 ريال سعودي
حادثة سرقة شقة,لطيفة القطحاني,12/05/2021,Wednesday,19:33,شقة,الرياض, صلاح الدين, الإمام سعود بن عبد العزيز بن محمد,جهاز منزلي,"النوع غسالة, اللون برتقالي",نعم,غير معروف," $25,730.00 ",معروف,لا,معروف,لا,سمراء,غير معروف,50+,لا,,أنا لطيفة القطحاني أرغب بالتبليغ عن حادثة سرقة شقة تمت السرقة في تاريخ 44328 الوقت 19:33 في حي صلاح الدين شارع الإمام سعود بن عبد العزيز بن محمد تمت سرقة جهاز منزلي بقيمة 25730 ريال سعودي
حادثة سرقة شقة,لطيفة المشيقح,07/06/2021,Monday,15:31,شقة,الرياض, المصيف, الإمام سعود بن عبد العزيز بن محمد,جهاز منزلي,"النوع كنب, اللون أزرق",لا,تسلق الجدار," $50,945.00 ",مشكوك فيه,نعم,معروف,نعم,حنطية,سعودي,15-20,نعم,,أنا لطيفة المشيقح أرغب بالتبليغ عن حادثة سرقة شقة تمت السرقة في تاريخ 44354 الوقت 15:31 في حي المصيف شارع الإمام سعود بن عبد العزيز بن محمد تمت سرقة جهاز منزلي بقيمة 50945 ريال سعودي
حادثة سرقة شقة,محمد الرصيص,02/10/2021,Saturday,3:22,شقة,الرياض, المعذر, الإمام سعود بن عبد العزيز بن محمد,مبلغ مادي,المبلغ 25331,لا,غير معروف," $25,331.00 ",مشكوك فيه,نعم,مجهول,نعم,بيضاء,غير معروف,50+,نعم,,أنا محمد الرصيص أرغب بالتبليغ عن حادثة سرقة شقة تمت السرقة في تاريخ 44471 الوقت 03:22 في حي المعذر شارع الإمام سعود بن عبد العزيز بن محمد تمت سرقة مبلغ مادي بقيمة 25331 ريال سعودي
حادثة سرقة استراحة,سعود الشلهوب,08/09/2021,Wednesday,15:51,استراحة,الرياض, الملك فيصل, خالد بن الوليد,سيارة,"النوع SUV , اللون أسود",نعم,غير معروف," $33,575.00 ",مجهول,نعم,مجهول,لا,سمراء,غير معروف,27-32,لا,,أنا سعود الشلهوب أرغب بالتبليغ عن حادثة سرقة استراحة تمت السرقة في تاريخ 44447 الوقت 15:51 في حي الملك فيصل شارع خالد بن الوليد تمت سرقة سيارة بقيمة 33575 ريال سعودي
حادثة سرقة استراحة,عبدالله المقرن,30/04/2021,Friday,16:42,استراحة,الرياض, الحمراء, الدائري (الرياض),جهاز منزلي,"النوع غسالة, اللون أصفر",لا,كسر الباب," $89,502.00 ",مشكوك فيه,لا,مجهول,نعم,سمراء,غير معروف,15-20,نعم,,أنا عبدالله المقرن أرغب بالتبليغ عن حادثة سرقة استراحة تمت السرقة في تاريخ 44316 الوقت 16:42 في حي الحمراء شارع الدائري (الرياض) تمت سرقة جهاز منزلي بقيمة 89502 ريال سعودي
حادثة سرقة شقة,في المشيقح,13/04/2021,Tuesday,6:11,شقة,الرياض, القدس, الملك فهد,سيارة,"النوع SUV , اللون رصاصي",لا,تسلق الجدار," $60,261.00 ",معروف,لا,معروف,نعم,بيضاء,مصري,27-32,لا,,أنا في المشيقح أرغب بالتبليغ عن حادثة سرقة شقة تمت السرقة في تاريخ 44299 الوقت 06:11 في حي القدس شارع الملك فهد تمت سرقة سيارة بقيمة 60261 ريال سعودي
حادثة سرقة شقة,فاطمة النفيسة,01/12/2021,Wednesday,8:11,شقة,الرياض, المحمدية, خريص,جهاز منزلي,"النوع غسالة, اللون برتقالي",نعم,غير معروف," $80,120.00 ",مشكوك فيه,لا,مجهول,نعم,حنطية,مصري,33-50,نعم,,أنا فاطمة النفيسة أرغب بالتبليغ عن حادثة سرقة شقة تمت السرقة في تاريخ 44531 الوقت 08:11 في حي المحمدية شارع خريص تمت سرقة جهاز منزلي بقيمة 80120 ريال سعودي
حادثة سرقة استراحة,تركي الطاسان,19/03/2021,Friday,0:06,استراحة,الرياض, القدس, خريص,ذهب,"النوع سبيكة, العيار 24",لا,غير معروف," $76,384.00 ",مجهول,نعم,مجهول,نعم,بيضاء,غير معروف,27-32,لا,,أنا تركي الطاسان أرغب بالتبليغ عن حادثة سرقة استراحة تمت السرقة في تاريخ 44274 الوقت 00:06 في حي القدس شارع خريص تمت سرقة ذهب بقيمة 76384 ريال سعودي
حادثة سرقة شقة,سعود الشلهوب,02/11/2021,Tuesday,3:03,شقة,الرياض, النخيل, الملك خالد,جهاز منزلي,"النوع غسالة, اللون أحمر",نعم,وجود مفتاح ," $10,486.00 ",معروف,نعم,معروف,لا,بيضاء,هندي,21-26,نعم,,أنا سعود الشلهوب أرغب بالتبليغ عن حادثة سرقة شقة تمت السرقة في تاريخ 44502 الوقت 03:03 في حي النخيل شارع الملك خالد تمت سرقة جهاز منزلي بقيمة 10486 ريال سعودي
حادثة سرقة استراحة,منى  المالك,19/11/2021,Friday,3:58,استراحة,الرياض, النرجس, الأمير بدر بن عبد العزيز,مبلغ مادي,المبلغ 12846,نعم,تسلق الجدار," $12,846.00 ",مجهول,نعم,معروف,نعم,حنطية,غير معروف,50+,لا,,أنا منى  المالك أرغب بالتبليغ عن حادثة سرقة استراحة تمت السرقة في تاريخ 44519 الوقت 03:58 في حي النرجس شارع الأمير بدر بن عبد العزيز تمت سرقة مبلغ مادي بقيمة 12846 ريال سعودي
حادثة سرقة شقة,سعود القعود,23/08/2021,Monday,17:29,شقة,الرياض, المرسلات, الأمير ماجد بن عبد العزيز,ذهب,"النوع خاتم, العيار 14",لا,غير معروف," $93,841.00 ",مشكوك فيه,نعم,مجهول,لا,حنطية,هندي,33-50,نعم,,أنا سعود القعود أرغب بالتبليغ عن حادثة سرقة شقة تمت السرقة في تاريخ 44431 الوقت 17:29 في حي المرسلات شارع الأمير ماجد بن عبد العزيز تمت سرقة ذهب بقيمة 93841 ريال سعودي
حادثة سرقة شقة,سعود النفيسة,11/05/2021,Tuesday,11:51,شقة,الرياض, الملك فهد, أبي بكر الصديق (الرياض),ذهب,"النوع سبيكة, العيار ",نعم,كسر الباب," $49,243.00 ",مشكوك فيه,لا,معروف,نعم,حنطية,باكستاني,15-20,لا,,أنا سعود النفيسة أرغب بالتبليغ عن حادثة سرقة شقة تمت السرقة في تاريخ 44327 الوقت 11:51 في حي الملك فهد شارع أبي بكر الصديق (الرياض) تمت سرقة ذهب بقيمة 49243 ريال سعودي
